#,Title,R.,Conf.,R0. Avg.,R. Avg.,Conf. Avg.,Corr.,Status
641,Symmetric Mean-field Langevin Dynamics for Distributional Minimax Problems,"6,6,6,8,8","4,3,3,2,3",6.6,6.8,3,-0.65,Spotlight
642,LLMCarbon: Modeling the End-to-End Carbon Footprint of Large Language Models,"5,5,6,8,10","4,4,4,3,4",6,6.8,3.8,-0.31,Oral
643,On the Markov Property of Neural Algorithmic Reasoning: Analyses and Methods,"6,6,6,8,8","3,3,4,2,4",6.8,6.8,3.2,-0.22,Spotlight
644,Consistent4D: Consistent 360° Dynamic Object Generation from Monocular Video,"6,6,6,6,10","5,3,4,4,4",6.6,6.8,4,0,Poster
645,On the Role of General Function Approximation in Offline Reinforcement Learning,"6,6,6,8,8","3,2,3,4,4",5.8,6.8,3.2,0.87,Spotlight
646,Provable Benefits of Multi-task RL under Non-Markovian Decision Making Processes,"6,6,6,8,8","1,4,3,3,2",5.75,6.8,2.6,-0.08,Poster
648,Bilevel Optimization under Unbounded Smoothness: A New Algorithm and Convergence Analysis,"6,6,6,8,8","4,3,4,3,4",5.4,6.8,3.6,-0.17,Spotlight
649,The Devil is in the Neurons: Interpreting and Mitigating Social Biases in Language Models,"6,6,6,8,8","3,4,4,3,4",6.8,6.8,3.6,-0.17,Poster
651,An Image Is Worth 1000 Lies: Transferability of Adversarial Images across Prompts on Vision-Language Models,"6,6,6,8,8","4,5,4,4,4",6,6.8,4.2,-0.41,Spotlight
652,Fast-DetectGPT: Efficient Zero-Shot Detection of Machine-Generated Text via Conditional Probability Curvature,"6,6,6,8,8","4,3,5,4,4",5.8,6.8,4,0,Poster
653,Demystifying CLIP Data,"5,6,8,8","3,5,4,4",6,6.75,4,0.27,Spotlight
654,Data Filtering Networks,"5,6,8,8","5,5,4,3",6.25,6.75,4.25,-0.87,Poster
655,Neural Spectral Methods,"3,8,8,8","4,4,4,4",5.25,6.75,4,0,Poster
656,Kernelised Normalising Flows,"5,6,8,8","3,4,4,3",6,6.75,3.5,0.19,Poster
657,Large Language Models as Optimizers,"5,6,8,8","4,4,4,4",5.5,6.75,4,0,Poster
658,Intelligent Switching for Reset-Free RL,"5,6,8,8","3,3,3,4",6.25,6.75,3.25,0.56,Poster
659,Efficient Planning with Latent Diffusion,"5,6,8,8","2,2,5,4",6.25,6.75,3.25,0.93,Poster
660,Language Models Represent Space and Time,"5,6,8,8","4,4,4,4",5.75,6.75,4,0,Poster
661,Cycle Consistency Driven Object Discovery,"5,6,8,8","4,2,4,4",6,6.75,3.5,0.33,Poster
663,An Efficient Tester-Learner for Halfspaces,"5,6,8,8","4,3,3,3",6.25,6.75,3.25,-0.78,Poster
664,Do Large Language Models Know about Facts?,"5,6,8,8","4,3,4,4",4.75,6.75,3.75,0.33,Spotlight
665,Generative Adversarial Equilibrium Solvers,"5,6,6,10","4,4,4,5",6.75,6.75,4.25,0.98,Poster
666,Sparsistency for inverse optimal transport,"5,6,8,8","3,2,3,2",6.75,6.75,2.5,-0.19,Poster
667,Automatic Functional Differentiation in JAX,"5,6,8,8","3,2,4,4",4.75,6.75,3.25,0.75,Poster
668,GAIA: a benchmark for General AI Assistants,"3,8,8,8","4,4,3,5",6.75,6.75,4,0,Poster
669,Text-to-3D with Classifier Score Distillation,"5,6,8,8","4,5,4,4",6.75,6.75,4.25,-0.33,Poster
671,Neural Rate Control for Learned Video Compression,"5,6,8,8","5,4,5,4",6,6.75,4.5,-0.19,Poster
672,PB-LLM: Partially Binarized Large Language Models,"5,6,8,8","5,3,4,5",6,6.75,4.25,0.06,Poster
673,Off-Policy Primal-Dual Safe Reinforcement Learning,"5,6,8,8","4,4,3,4",6,6.75,3.75,-0.56,Poster
675,Representation Deficiency in Masked Language Modeling,"3,6,8,10","4,4,4,5",6.5,6.75,4.25,0.73,Poster
676,Online Information Acquisition: Hiring Multiple Agents,"5,6,8,8","3,2,4,3",6.25,6.75,3,0.54,Poster
677,SmartPlay : A Benchmark for LLMs as Intelligent Agents,"5,6,8,8","4,2,4,3",6,6.75,3.25,0.06,Poster
678,Decoding Natural Images from EEG for Object Recognition,"3,8,8,8","4,5,4,3",5.5,6.75,4,0,Poster
679,Large Language Models Cannot Self-Correct Reasoning Yet,"5,6,8,8","3,4,4,4",6,6.75,3.75,0.78,Poster
680,Towards Foundation Models for Knowledge Graph Reasoning,"5,6,8,8","5,4,3,4",6.75,6.75,4,-0.82,Poster
681,Dynamic Layer Tying for Parameter-Efficient Transformers,"5,6,6,10","4,3,3,4",6.25,6.75,3.5,0.39,Poster
682,Out-of-Variable Generalisation for Discriminative Models,"5,6,8,8","2,3,4,3",6.25,6.75,3,0.82,Poster
684,Demystifying Embedding Spaces using Large Language Models,"5,6,8,8","4,2,4,3",6.5,6.75,3.25,0.06,Poster
685,Optimistic Bayesian Optimization with Unknown Constraints,"5,6,8,8","4,4,3,4",6,6.75,3.75,-0.56,Poster
686,Rethinking Label Poisoning for GNNs: Pitfalls and Attacks,"5,6,8,8","3,5,3,3",6,6.75,3.5,-0.33,Poster
687,Massive Editing for Large Language Model via Meta Learning,"5,6,6,10","4,3,4,4",6.75,6.75,3.75,0.23,Poster
688,Compressing LLMs: The Truth is Rarely Pure and Never Simple,"5,6,8,8","4,4,4,4",6.25,6.75,4,0,Poster
689,TRAM: Bridging Trust Regions and Sharpness Aware Minimization,"5,6,8,8","4,4,3,4",5.75,6.75,3.75,-0.56,Spotlight
690,A Quadratic Synchronization Rule for Distributed Deep Learning,"5,6,8,8","4,3,2,3",6,6.75,3,-0.82,Poster
691,PhyloGFN: Phylogenetic inference with generative flow networks,"5,6,8,8","4,4,3,4",5.75,6.75,3.75,-0.56,Poster
692,Contrastive Learning is Spectral Clustering on Similarity Graph,"5,6,6,10","4,3,4,3",6,6.75,3.5,-0.65,Poster
693,Defining Expertise: Applications to Treatment Effect Estimation,"5,6,8,8","2,2,4,3",6.5,6.75,2.75,0.87,Poster
694,Faithful Rule Extraction for Differentiable Rule Learning Models,"5,6,8,8","2,3,3,2",6.5,6.75,2.5,0.19,Poster
695,Forward $\chi^2$ Divergence Based Variational Importane Sampling,"5,6,8,8","3,4,4,3",5.5,6.75,3.5,0.19,Spotlight
696,Expressive Losses for Verified Robustness via Convex Combinations,"5,6,8,8","2,2,4,4",5.25,6.75,3,0.96,Poster
697,GPT-4 Is Too Smart To Be Safe: Stealthy Chat with LLMs via Cipher,"5,6,8,8","4,4,4,4",6.5,6.75,4,0,Poster
698,Large-scale training of foundation models for wearable biosignals,"5,6,8,8","4,5,5,5",6.75,6.75,4.75,0.78,Poster
700,Periodicity Decoupling Framework for Long-term Series Forecasting,"3,8,8,8","4,4,4,4",6.75,6.75,4,0,Poster
701,Stabilizing Backpropagation Through Time to Learn Complex Physics,"3,8,8,8","4,4,2,3",5.5,6.75,3.25,-0.52,Poster
702,Achieving Fairness in Multi-Agent MDP Using Reinforcement Learning,"3,8,8,8","4,3,3,3",5.75,6.75,3.25,-1,Poster
703,Active Test-Time Adaptation: Theoretical Analyses and An Algorithm,"5,6,8,8","3,4,4,5",6.5,6.75,4,0.82,Poster
704,From Zero to Turbulence: Generative Modeling for 3D Flow Simulation,"5,6,8,8","3,4,3,4",6.75,6.75,3.5,0.19,Poster
705,Robust Similarity Learning with Difference Alignment Regularization,"5,6,8,8","5,5,5,4",6.25,6.75,4.75,-0.56,Poster
706,Designing Skill-Compatible AI: Methodologies and Frameworks in Chess,"5,6,8,8","3,4,4,4",5.75,6.75,3.75,0.78,Poster
707,Diffusion Sampling with Momentum for Mitigating Divergence Artifacts,"5,6,8,8","3,2,4,2",6.25,6.75,2.75,0.17,Poster
708,Guaranteed Approximation Bounds for Mixed-Precision Neural Operators,"5,6,8,8","4,3,3,4",6.75,6.75,3.5,-0.19,Poster
709,KoLA: Carefully Benchmarking World Knowledge of Large Language Models,"5,6,8,8","2,4,2,4",6.75,6.75,3,0.19,Poster
710,"Successor Heads: Recurring, Interpretable Attention Heads In The Wild","3,8,8,8","5,3,4,3",6.5,6.75,3.75,-0.87,Poster
711,Diverse Projection Ensembles for Distributional Reinforcement Learning,"3,8,8,8","5,3,3,4",5.5,6.75,3.75,-0.87,Poster
712,Masked Completion via Structured Diffusion with White-Box Transformers,"5,6,8,8","4,4,4,3",5.67,6.75,3.75,-0.56,Poster
713,Towards Robust Out-of-Distribution Generalization Bounds via Sharpness,"5,6,8,8","4,3,4,3",5.5,6.75,3.5,-0.19,Spotlight
714,An Extensible Framework for Open Heterogeneous Collaborative Perception,"5,6,8,8","5,5,5,5",5.75,6.75,5,0,Poster
716,FFB: A Fair Fairness Benchmark for In-Processing Group Fairness Methods,"5,6,8,8","4,4,4,4",6,6.75,4,0,Poster
718,In-context Autoencoder for Context Compression in a Large Language Model,"5,6,8,8","4,4,5,4",6.5,6.75,4.25,0.56,Poster
719,SetCSE: Set Operations using Contrastive Learning of Sentence Embeddings,"5,6,8,8","3,4,4,2",5.75,6.75,3.25,-0.17,Poster
720,ToRA: A Tool-Integrated Reasoning Agent for Mathematical Problem Solving,"5,6,8,8","5,3,3,5",6.75,6.75,4,-0.19,Poster
721,Certified Adversarial Robustness for Rate Encoded Spiking Neural Networks,"5,6,8,8","4,3,3,3",4.75,6.75,3.25,-0.78,Poster
722,Learning from Sparse Offline Datasets via Conservative Density Estimation,"5,6,8,8","4,3,3,3",6.75,6.75,3.25,-0.78,Poster
724,MuSR: Testing the Limits of Chain-of-thought with Multistep Soft Reasoning,"5,6,8,8","4,3,3,4",6,6.75,3.5,-0.19,Spotlight
725,Training Graph Transformers via Curriculum-Enhanced Attention Distillation,"5,6,8,8","5,4,3,3",6.25,6.75,3.75,-0.99,Poster
726,Two-stage LLM Fine-tuning with Less Specialization and More Generalization,"5,6,8,8","3,4,4,4",6.25,6.75,3.75,0.78,Poster
727,How connectivity structure shapes rich and lazy learning in neural circuits,"5,6,8,8","3,4,4,4",5.25,6.75,3.75,0.78,Poster
728,Optimal Sketching for Residual Error Estimation for Matrix and Vector Norms,"5,6,8,8","4,3,4,3",6.75,6.75,3.5,-0.19,Poster
729,Bridging State and History Representations: Understanding Self-Predictive RL,"3,8,8,8","2,3,4,3",6,6.75,3,0.82,Poster
730,Mixed-Type Tabular Data Synthesis with Score-based Diffusion in Latent Space,"5,6,8,8","3,4,4,3",6,6.75,3.5,0.19,Oral
731,Soft Mixture Denoising: Beyond the Expressive Bottleneck of Diffusion Models,"5,6,8,8","4,4,4,4",6,6.75,4,0,Poster
732,Accurate Retraining-free Pruning for Pretrained Encoder-based Language Models,"5,6,8,8","4,4,5,4",6.25,6.75,4.25,0.56,Poster
733,Towards Faithful XAI Evaluation via Generalization-Limited Backdoor Watermark,"5,6,8,8","4,3,2,4",5.75,6.75,3.25,-0.41,Poster
734,ImagenHub: Standardizing the evaluation of conditional image generation models,"5,6,8,8","3,3,3,4",6,6.75,3.25,0.56,Poster
735,"Predictive, scalable and interpretable knowledge tracing on structured domains","5,6,8,8","4,4,3,3",5,6.75,3.5,-0.96,Spotlight
736,HAZARD Challenge: Embodied Decision Making in Dynamically Changing Environments,"5,6,8,8","3,4,3,4",6.25,6.75,3.5,0.19,Poster
737,On the Stability of Iterative Retraining of Generative Models on their own Data,"5,6,8,8","3,3,3,4",6.25,6.75,3.25,0.56,Spotlight
738,Spoken Question Answering and Speech Continuation Using Spectrogram-Powered LLM,"5,6,8,8","4,4,4,3",6.75,6.75,3.75,-0.56,Poster
739,MINT: Evaluating LLMs in Multi-turn Interaction with Tools and Language Feedback,"5,6,8,8","5,4,4,5",6.25,6.75,4.5,-0.19,Poster
740,Is Generalized Dynamic Novel View Synthesis from Monocular Videos Possible Today?,"3,8,8,8","5,5,4,4",5.25,6.75,4.5,-0.58,Poster
741,To the Cutoff... and Beyond? A Longitudinal Perspective on LLM Data Contamination,"5,6,8,8","2,2,4,4",5.75,6.75,3,0.96,Poster
742,"When Scaling Meets LLM Finetuning: The Effect of Data, Model and Finetuning Method","5,6,8,8","3,3,3,4",6.5,6.75,3.25,0.56,Poster
743,FreeDyG: Frequency Enhanced Continuous-Time Dynamic Graph Model for Link Prediction,"5,6,8,8","3,5,3,3",6.5,6.75,3.5,-0.33,Poster
744,How Many Pretraining Tasks Are Needed for In-Context Learning of Linear Regression?,"5,6,8,8","4,3,3,3",6.25,6.75,3.25,-0.78,Spotlight
745,Neural Snowflakes: Universal Latent Graph Inference via Trainable Latent Geometries,"5,6,8,8","3,2,3,2",6.33,6.75,2.5,-0.19,Poster
746,On the Expressivity of Objective-Specification Formalisms in Reinforcement Learning,"3,6,8,10","3,5,3,3",6.5,6.75,3.5,-0.17,Poster
747,Task structure and nonlinearity jointly determine learned representational geometry,"5,6,8,8","2,3,3,3",6,6.75,2.75,0.78,Poster
748,COMPARATOR: Reference-free machine translation evaluation by inter-system comparison,"5,6,8,8","4,3,4,4",6,6.75,3.75,0.33,Spotlight
749,CausalTime: Realistically Generated Time-series for Benchmarking of Causal Discovery,"5,6,8,8","4,3,4,4",5.5,6.75,3.75,0.33,Poster
750,A Good Learner can Teach Better: Teacher-Student Collaborative Knowledge Distillation,"5,6,8,8","4,1,3,4",6.25,6.75,3,0.16,Poster
751,Bongard-OpenWorld: Few-Shot Reasoning for Free-form Visual Concepts in the Real World,"5,6,8,8","5,4,3,4",6,6.75,4,-0.82,Poster
752,Embodied Active Defense: Leveraging Recurrent Feedback to Counter Adversarial Patches,"5,6,8,8","3,2,3,3",6.25,6.75,2.75,0.33,Poster
753,Faster Sampling from Log-Concave Densities over Polytopes via Efficient Linear Solvers,"3,8,8,8","5,3,4,3",6.33,6.75,3.75,-0.87,Poster
754,How to Catch an AI Liar: Lie Detection in Black-Box LLMs by Asking Unrelated Questions,"5,6,8,8","3,3,4,4",6.25,6.75,3.5,0.96,Poster
755,Neuron Activation Coverage: Rethinking Out-of-distribution Detection and Generalization,"5,6,8,8","4,3,3,3",5.5,6.75,3.25,-0.78,Spotlight
756,A Lightweight Method for Tackling Unknown Participation Statistics in Federated Averaging,"5,6,6,10","4,4,4,3",6,6.75,3.75,-0.98,Spotlight
757,Bounding the Expected Robustness of Graph Neural Networks Subject to Node Feature Attacks,"5,6,8,8","3,4,2,3",6.33,6.75,3,-0.54,Poster
758,"Follow-the-Perturbed-Leader for Adversarial Bandits: Heavy Tails, Robustness, and Privacy","5,6,8,8","4,4,3,3",6.75,6.75,3.5,-0.96,Poster
760,Kill Two Birds with One Stone: Rethinking Data Augmentation for Deep Long-tailed Learning,"5,6,8,8","5,3,4,5",6.5,6.75,4.25,0.06,Poster
761,GenCorres: Consistent Shape Matching via Coupled Implicit-Explicit Shape Generative Models,"5,6,8,8","3,4,3,4",6,6.75,3.5,0.19,Poster
762,Rethinking the symmetry-preserving circuits for constrained variational quantum algorithms,"5,6,8,8","4,4,3,5",5.75,6.75,4,0,Poster
763,Generative Learning for Solving Non-Convex Problem with Multi-Valued Input-Solution Mapping,"5,6,8,8","3,3,4,4",5.5,6.75,3.5,0.96,Poster
764,Geographic Location Encoding with Spherical Harmonics and Sinusoidal Representation Networks,"5,6,8,8","4,4,3,3",6,6.75,3.5,-0.96,Spotlight
765,Mixture-of-Experts Meets Instruction Tuning: A Winning Combination for Large Language Models,"5,6,8,8","4,3,3,3",6.75,6.75,3.25,-0.78,Poster
766,"On gauge freedom, conservativity and intrinsic dimensionality estimation in diffusion models","5,6,8,8","4,3,5,4",6,6.75,4,0.54,Poster
767,Statistically Optimal $K$-means Clustering via Nonnegative Low-rank Semidefinite Programming,"3,8,8,8","4,2,4,3",6.75,6.75,3.25,-0.52,Oral
768,ASID: Active Exploration for System Identification and Reconstruction in Robotic Manipulation,"5,6,8,8","3,3,4,3",6,6.75,3.25,0.56,Oral
769,LQ-LoRA: Low-rank plus Quantized Matrix Decomposition for Efficient Language Model Finetuning,"5,6,8,8","4,4,4,4",6.5,6.75,4,0,Poster
770,Conditional Instrumental Variable Regression with Representation Learning for Causal Inference,"5,6,8,8","3,4,4,4",6.25,6.75,3.75,0.78,Poster
771,Sparse Spiking Neural Network: Exploiting Heterogeneity in Timescales for Pruning Recurrent SNN,"5,6,8,8","4,3,4,4",5,6.75,3.75,0.33,Poster
773,Pushing Mixture of Experts to the Limit: Extremely Parameter Efficient MoE for Instruction Tuning,"5,6,8,8","5,4,4,4",5.75,6.75,4.25,-0.78,Poster
774,A Paradigm Shift in Machine Translation: Boosting Translation Performance of Large Language Models,"5,6,8,8","4,4,4,4",6.25,6.75,4,0,Poster
775,Be Aware of the Neighborhood Effect: Modeling Selection Bias under Interference for Recommendation,"5,6,8,8","4,2,3,3",6.25,6.75,3,-0.27,Poster
776,Continual Learning on a Diet: Learning from Sparsely Labeled Streams Under Constrained Computation,"5,6,8,8","3,3,4,3",5.75,6.75,3.25,0.56,Poster
777,A Cognitive Model for Learning Abstract Relational Structures from Memory-based Decision-Making Tasks,"5,6,8,8","4,3,3,4",6.75,6.75,3.5,-0.19,Poster
778,Beam Enumeration: Probabilistic Explainability For Sample Efficient Self-conditioned Molecular Design,"3,8,8,8","4,5,4,4",5.33,6.75,4.25,0.33,Poster
780,Emergent mechanisms for long timescales depend on training curriculum and affect performance in memory tasks,"5,6,8,8","4,3,3,3",5.5,6.75,3.25,-0.78,Poster
781,Understanding Augmentation-based Self-Supervised Representation Learning via RKHS Approximation and Regression,"5,6,8,8","2,3,4,3",5.75,6.75,3,0.82,Spotlight
782,Score-based generative models break the curse of dimensionality in learning a family of sub-Gaussian distributions,"5,6,8,8","3,3,3,3",6.75,6.75,3,0,Poster
783,Social Reward: Evaluating and Enhancing Generative AI through Million-User Feedback from an Online Creative Community,"5,6,8,8","4,2,3,4",6.25,6.75,3.25,0.06,Spotlight
785,The Expressive Leaky Memory Neuron: an Efficient and Expressive Phenomenological Neuron Model Can Solve Long-Horizon Tasks.,"5,6,8,8","4,3,3,4",6,6.75,3.5,-0.19,Poster
786,The Wasserstein Believer: Learning Belief Updates for Partially Observable Environments through Reliable Latent Space Models,"5,6,6,10","3,3,4,5",6.75,6.75,3.75,0.9,Poster
787,Fiber Monte Carlo,"6,6,8","3,4,4",5.67,6.67,3.67,0.5,Poster
788,Behaviour Distillation,"6,6,8","4,3,2",5.67,6.67,3,-0.87,Poster
789,Local Search GFlowNets,"6,6,8","4,3,2",6.33,6.67,3,-0.87,Spotlight
790,Manifold Diffusion Fields,"6,6,8","4,3,4",6,6.67,3.67,0.5,Poster
791,Multilinear Operator Networks,"6,6,8","2,3,3",4.67,6.67,2.67,0.5,Poster
792,Self-Consuming Generative Models Go MAD,"6,6,8","3,4,3",6.67,6.67,3.33,-0.5,Poster
793,Prompt Learning with Quaternion Networks,"6,6,8","4,4,3",6.5,6.67,3.67,-1,Poster
794,Time Fairness in Online Knapsack Problems,"6,6,8","3,4,2",6.33,6.67,3,-0.87,Poster
795,SpaCE: The Spatial Confounding Environment,"6,6,8","3,4,3",6.33,6.67,3.33,-0.5,Poster
797,MaGIC: Multi-modality Guided Image Completion,"6,6,8","3,4,4",6,6.67,3.67,0.5,Poster
798,Neur2RO: Neural Two-Stage Robust Optimization,"6,6,8","4,4,4",6,6.67,4,0,Poster
799,In-Context Learning through the Bayesian Prism,"6,6,8","4,2,4",5.67,6.67,3.33,0.5,Poster
800,Llemma: An Open Language Model for Mathematics,"6,6,8","2,4,3",6.67,6.67,3,0,Poster
801,Feature-aligned N-BEATS with Sinkhorn divergence,"6,6,8","3,3,3",6.33,6.67,3,0,Spotlight
802,Personalize Segment Anything Model with One Shot,"6,6,8","5,4,5",6.67,6.67,4.67,0.5,Poster
803,G$^2$N$^2$ : Weisfeiler and Lehman go grammatical,"6,6,8","2,4,3",6.33,6.67,3,0,Poster
804,Improved Probabilistic Image-Text Representations,"6,6,8","5,3,3",6,6.67,3.67,-0.5,Poster
807,Long-range Neural Atom Learning for Molecular Graphs,"6,6,8","4,3,3",5,6.67,3.33,-0.5,Poster
808,Adaptive Causal Balancing for Collaborative Filtering,"6,6,8","3,4,3",5.67,6.67,3.33,-0.5,Spotlight
809,Transferring Learning Trajectories of Neural Networks,"6,6,8","3,3,3",6,6.67,3,0,Poster
810,Doubly Robust Instance-Reweighted Adversarial Training,"6,6,8","4,5,5",6,6.67,4.67,0.5,Poster
811,Approximately Piecewise E(3) Equivariant Point Networks,"6,6,8","2,3,3",6.33,6.67,2.67,0.5,Poster
812,Sentence-level Prompts Benefit Composed Image Retrieval,"6,6,8","4,3,5",6,6.67,4,0.87,Spotlight
813,State Representation Learning Using an Unbalanced Atlas,"6,6,8","2,2,4",5.67,6.67,2.67,1,Poster
814,A Hierarchical Bayesian Model for Few-Shot Meta Learning,"6,6,6,6,8,8","4,4,2,3,4,3",6.5,6.67,3.33,0.16,Spotlight
815,"Habitat 3.0: A Co-Habitat for Humans, Avatars, and Robots","6,6,8","3,4,5",6.67,6.67,4,0.87,Poster
816,Probabilistically Rewired Message-Passing Neural Networks,"6,6,8","4,2,4",5.67,6.67,3.33,0.5,Poster
817,SEA: Sparse Linear Attention with Estimated Attention Mask,"6,6,8","2,3,3",5,6.67,2.67,0.5,Poster
818,Benchmarking Algorithms for Federated Domain Generalization,"6,6,8","3,2,3",7,6.67,2.67,0.5,Spotlight
819,DreamLLM: Synergistic Multimodal Comprehension and Creation,"6,6,8","4,4,4",6.33,6.67,4,0,Spotlight
820,Harnessing Density Ratios for Online Reinforcement Learning,"6,6,8","3,3,2",6.67,6.67,2.67,-1,Spotlight
821,Improving Out-of-Domain Generalization with Domain Relations,"6,6,6,6,8,8","4,3,3,4,4,4",6.17,6.67,3.67,0.5,Spotlight
822,Ferret: Refer and Ground Anything Anywhere at Any Granularity,"6,6,8","4,4,4",6.33,6.67,4,0,Spotlight
